driver_id,trip_number,start_node,goal_node,route_taken,total_trip_time,total_distance,average_speed,average_stress
Traffic_4,27,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,27,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,27,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,27,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,28,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,28,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,28,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,28,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,28,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,28,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,28,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,28,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,29,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,29,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,29,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,29,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,29,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,29,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,29,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,29,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,30,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,30,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,30,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,30,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,30,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,30,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,30,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,30,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,31,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,31,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,31,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,31,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,31,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,31,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,31,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,31,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,32,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,32,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,32,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,32,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,32,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,32,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,32,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,32,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,33,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,33,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,33,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,33,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,33,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,33,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,33,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,33,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,34,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,34,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,34,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,34,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,34,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,34,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,34,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,34,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,35,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,35,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,35,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,35,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,35,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,35,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,35,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,35,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
